trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,38.79598270007409,39.873832300072536,39.8794584000716,down,0,5.1478719000006095,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
1,0,1,0,45.0462062000297,46.04545180010609,46.04545180010609,up,1,2.0006049999501556,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
2,0,2,0,48.076705700019374,49.075969099998474,49.075969099998474,down,1,1.743804500089027,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
3,0,3,0,50.84087370010093,51.840029400074854,51.85666420008056,up,0,0.9118371000513434,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
4,0,4,0,52.77248240006156,53.77152639999986,53.788186000077985,down,1,0.5942492000758648,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
5,0,5,0,54.38757830008399,55.386699100025,55.40341440006159,up,1,0.9233380999648944,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
6,0,6,0,56.33566940005403,57.334885800024495,57.334885800024495,down,0,0.754608100047335,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
7,0,7,0,58.11744400009047,59.11668400000781,59.11668400000781,up,0,0.7591043000575155,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
8,0,8,0,59.89901110006031,60.898303400026634,60.898303400026634,down,1,0.4558750999858603,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
9,0,9,0,61.38107900007162,62.380308700026944,62.380308700026944,up,1,0.7253803999628872,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
10,0,10,0,63.12924830010161,64.12853850005195,64.12853850005195,down,0,1.2243122999789193,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
11,0,11,0,65.37723710003775,66.37651880003978,66.37651880003978,up,0,0.7177589000202715,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
12,0,12,0,67.12558520003222,68.12494630005676,68.12494630005676,up,0,1.6610567999305204,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
13,0,13,0,69.80645760009065,70.80570740008261,70.80570740008261,down,0,0.5043495999416336,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
14,0,14,0,71.33837380004115,72.33760190010071,72.33760190010071,up,0,0.6710755999665707,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
15,0,15,0,73.03672430000734,74.03604610008188,74.03604610008188,down,1,0.7618071999168023,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
16,0,16,0,74.81853020004928,75.81768010009546,75.81768010009546,up,0,0.2302098999498412,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
17,0,17,0,76.06724990007933,77.06650499999523,77.06650499999523,down,1,0.35879329999443144,None,-4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
18,0,18,0,77.44929930008948,78.44879180006683,78.44879180006683,down,0,0.5984219999518245,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
19,0,19,0,79.07137700007297,80.06372229999397,80.0803863001056,up,0,0.266280599986203,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
20,0,20,0,80.34669540007599,81.34579150006175,81.36245380004402,up,0,0.22184820007532835,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
21,0,21,0,81.5954382000491,82.59468560002279,82.59468560002279,up,0,0.33453320001717657,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
22,0,22,0,82.96084120008163,83.96005800005514,83.96005800005514,up,0,1.6158633000450209,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
23,0,23,0,85.60845340008382,86.6076224000426,86.6076224000426,down,0,1.4048720999853685,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
24,0,24,0,88.03941640001722,89.0387699001003,89.0387699001003,up,0,3.036543900030665,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
25,0,25,0,92.10224560007919,93.10158610006329,93.10158610006329,down,1,4.319840100011788,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
26,0,26,0,97.44734980002977,98.44654320005793,98.44654320005793,down,0,0.5499225000385195,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
27,0,27,0,99.02923380001448,100.02851840003859,100.0450722000096,up,1,0.8563299999805167,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
28,0,28,0,100.91074980003759,101.91000740008894,101.91000740008894,down,1,0.44996889994945377,None,-4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
29,0,29,0,102.39274430007208,103.39196070004255,103.39196070004255,up,0,0.4433773000491783,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
30,0,30,0,103.85802070004866,104.85722210002132,104.87381690007169,down,1,0.42440949997399,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
31,0,31,0,105.30665660009254,106.3058078000322,106.32252650009468,down,1,17.643360399990343,None,-4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
32,0,32,0,123.9730371000478,124.97216190001927,124.97216190001927,down,0,0.03274799999780953,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
33,0,33,0,125.02670070005115,126.02122970006894,126.038285800023,down,0,1.025215599918738,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
34,0,34,0,127.07249780010898,128.0692476000404,128.086156400037,up,0,0.6899053000379354,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
35,0,35,0,128.7856008000672,129.7840070000384,129.80070300004445,down,1,0.7580572000006214,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
36,0,36,0,130.5665708000306,131.56560670002364,131.58230350003578,down,1,0.8106777999782935,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
37,0,37,0,132.39810830005445,133.39720250002574,133.39720250002574,up,0,0.7937397999921814,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
38,0,38,0,134.2130818000296,135.21226900001056,135.21226900001056,down,1,0.32303179998416454,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
39,0,39,0,135.56178320001345,136.56110789999366,136.56110789999366,down,1,1.0646499999566004,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
40,0,40,0,137.64320460008457,138.6423921000678,138.6423921000678,down,1,0.7147539999568835,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
41,0,41,0,139.37484800000675,140.3742456000764,140.3742456000764,up,1,1.7674860000843182,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
42,0,42,0,142.17223270004615,143.1715162000619,143.1715162000619,down,1,0.6237915999954566,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
43,0,43,0,143.8207014000509,144.81994350010063,144.81994350010063,up,0,0.6699680000310764,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
44,0,44,0,145.5191463000374,146.5178886000067,146.53456900001038,down,0,0.46400889998767525,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
45,0,45,0,147.00039310008287,147.99974080000538,147.99974080000538,up,1,2.224477499956265,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
46,0,46,0,150.24748970009387,151.24678270006552,151.24678270006552,down,0,0.8081960999406874,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
47,0,47,0,152.079054400092,153.07879940001294,153.07879940001294,up,1,0.6027823999756947,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
48,0,48,0,153.71667160000652,154.71071560005657,154.72722010000143,down,1,0.47751229989808053,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
49,0,49,0,155.2168442000402,156.20981450006366,156.22597120003775,up,1,0.13182260002940893,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
50,0,50,0,156.36594440008048,157.3580472000176,157.37477790005505,up,0,0.7903506000293419,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
51,0,51,0,158.1805612000171,159.17310670006555,159.18968950002454,down,1,0.31054029997903854,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
52,0,52,0,159.51183660002425,160.50531410006806,160.52204960002564,up,0,0.04313150001689792,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
53,0,53,0,160.5781091999961,161.57158630003687,161.58760610001627,down,1,0.5973024999257177,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
54,0,54,0,162.19387650000863,163.18660720007028,163.20324340008665,up,0,0.8774437999818474,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
55,0,55,0,164.09579950000625,165.08507500006817,165.10183450009208,down,1,0.791582899983041,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
56,0,56,0,165.90715020010248,166.89994490006939,166.91676990000997,up,0,0.3696601999690756,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
57,0,57,0,167.30466990009882,168.2984864000464,168.31511530000716,down,0,0.41609229997266084,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
58,0,58,0,168.74399960006122,169.73046140000224,169.7475297000492,up,0,0.2980631999671459,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
59,0,59,0,170.05241570004728,171.04597380000632,171.06255190004595,down,0,0.08853830001316965,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
60,0,60,0,171.16670910001267,172.16165440005716,172.1784728000639,up,0,0.3818645999999717,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
61,0,61,0,172.5719407000579,173.56054720003158,173.57700200006366,down,0,0.5205674000317231,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
62,0,62,0,174.11801810003817,175.1090449000476,175.12569010001607,up,0,0.37854750000406057,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
63,0,63,0,175.5176661000587,176.5076948000351,176.52431110001635,down,1,0.3849438999313861,None,-2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
64,0,64,0,176.92759239999577,177.9225666000275,177.93925020005554,up,0,0.7948187999427319,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
65,0,65,0,178.73839270009194,179.73802810010966,179.73802810010966,down,1,0.39311299996916205,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
66,0,66,0,180.15912040008698,181.1527088000439,181.1694055000553,up,1,0.6475990999024361,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
67,0,67,0,181.81864230008796,182.81784180004615,182.81784180004615,down,0,0.5212588000576943,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
68,0,68,0,183.36731860006694,184.36664530006237,184.36664530006237,up,0,0.48252799990586936,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
69,0,69,0,184.8658830000786,185.8655247000279,185.8655247000279,down,0,0.7897733999416232,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
70,0,70,0,186.68412170000374,187.68042990006506,187.6972170000663,down,1,0.031259699957445264,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
71,0,71,0,187.7337774001062,188.7294926000759,188.74618530005682,up,1,0.12293589999899268,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
72,0,72,0,188.8826159000164,189.87839570001233,189.89521670003887,up,1,0.40936309995595366,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
73,0,73,0,190.31473169999663,191.31045650003944,191.32705330010504,up,0,1.3092675999505445,None,-2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
74,0,74,0,192.6606390000088,193.65765450010076,193.67438149999361,up,1,0.9744089000159875,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
75,0,75,0,194.66421580000315,195.6560694000218,195.67262369999662,up,1,0.5757241999963298,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
76,0,76,0,196.2552703000838,197.25449370010756,197.25449370010756,up,0,0.4288841999368742,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
77,0,77,0,197.70387670001946,198.70367390010506,198.70367390010506,down,0,0.3530740999849513,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
78,0,78,0,199.08657670009416,200.08502009999938,200.10174559999723,down,1,0.44148449995554984,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
79,0,79,0,200.551299200044,201.55042350001168,201.56704940006603,down,0,0.3478555000619963,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
80,0,80,0,201.91652210010216,202.91574339999352,202.91574339999352,up,1,0.17747989995405078,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
81,0,81,0,203.11561580002308,204.11465370003134,204.13132350007072,up,0,0.3392037000739947,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
82,0,82,0,204.4811880000634,205.4801122000208,205.4967657000525,down,0,0.4202941000694409,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
83,0,83,0,205.92975200002547,206.92879760009237,206.92879760009237,down,1,0.33734159998130053,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
84,0,84,0,207.29508960002568,208.29415210010484,208.31087690009736,up,1,0.40545469999779016,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
85,0,85,0,208.72707440005615,209.72661850007717,209.72661850007717,down,1,0.43286699999589473,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
86,0,86,0,210.18086070008576,211.17531429999508,211.1919390000403,up,0,0.4790640000719577,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
87,0,87,0,211.6744372000685,212.67358709999826,212.67358709999826,down,1,0.3917497000657022,None,1,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
88,0,88,0,213.0913868000498,214.08903480006848,214.10559280007146,up,1,0.41098170005716383,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
89,0,89,0,214.52181870001368,215.52090730005875,215.52090730005875,down,1,0.3714308999478817,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
90,0,90,0,215.9203550000675,216.91957660007756,216.91957660007756,down,0,2.1026467999909073,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
91,0,91,0,219.05736930004787,220.05036069999915,220.06712590006646,up,0,0.7190529000945389,None,4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
92,0,92,0,220.80498760007322,221.79873470007442,221.81534359999932,up,0,0.8911075999494642,None,3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
93,0,93,0,222.72073090006597,223.71351690008305,223.7301850001095,down,1,0.49727970000822097,None,-3,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
94,0,94,0,224.23455480008852,225.22888090007473,225.24551770009566,up,0,0.4484986000461504,None,2,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
95,0,95,0,225.700336500071,226.693954700022,226.7108545000665,down,0,0.42087419994641095,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
96,0,96,0,227.14673600008246,228.1427225000225,228.1593762000557,up,0,0.6652407000074163,None,-5,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
97,0,97,0,228.82879790000152,229.82441400003154,229.84104560001288,down,0,0.328502899967134,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
98,0,98,0,230.17551820003428,231.1731697000796,231.18984440003987,up,1,0.4174450000282377,None,0,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
99,0,99,0,231.62331620010082,232.62177020008676,232.63839130010456,down,1,0.3352015999844298,None,-4,418712,001,2023-09-13_21h53.10.213,orientation discrimination task,2023.1.3,60.071460994679576,
